fold,site,mean,sd,q05,q50,q95,p_positive,prior_mean,prior_sd,prior_p_positive,contraction,p_below_0p02,prior_p_below_0p02
23,turf_gen.w,-0.02414601080192435,0.04029892620450844,-0.08969241095408888,-0.023301403409528063,0.04254963033156862,0.27,0.0,0.05,0.5,0.19402147590983132,NaN,NaN
23,turf_pace.w,0.01942291917778379,0.0378008079532008,-0.0422287616534638,0.019487830747546096,0.08251229944497672,0.698,0.0,0.05,0.5,0.24398384093598402,NaN,NaN
23,ha.γ_base,0.14637351814581423,0.036422809384454934,0.08654759642052941,0.14673870519940507,0.20550896915639266,1.0,0.15,0.05,0.9986501019683699,0.2715438123109014,NaN,NaN
23,ha.σ_γ,0.03452233487741114,0.02535025088147646,0.0028474543660817844,0.030383366464664364,0.08321731745681032,1.0,0.03989422804014327,0.030140513749454357,1.0,0.15893102910578683,0.3485,0.31084348322064836
24,turf_asym.w,0.07171080243001429,0.042629974381905196,0.0007723584514013692,0.07145631828676358,0.1409559605079033,0.95175,0.05,0.05,0.841344746068543,0.1474005123618961,NaN,NaN
24,turf_gen.w,-0.02054714837487552,0.04060386268534945,-0.08566580395992962,-0.021600749094994605,0.04797507195961825,0.30475,0.0,0.05,0.5,0.1879227462930111,NaN,NaN
24,turf_pace.w,0.016965177632573523,0.03622578161577025,-0.04061446719858168,0.01647437464638705,0.07661297045203205,0.67175,0.0,0.05,0.5,0.27548436768459494,NaN,NaN
24,ha.γ_base,0.14575391588218026,0.03562139971598217,0.08760486716367874,0.14642603953660632,0.20360847932518078,1.0,0.15,0.05,0.9986501019683699,0.2875720056803567,NaN,NaN
24,ha.σ_γ,0.038787141629858454,0.027762261951172092,0.0031189730247276402,0.034504421971829784,0.09189612502066355,1.0,0.03989422804014327,0.030140513749454357,1.0,0.07890548309997936,0.30075,0.31084348322064836
25,turf_asym.w,0.06705689547073493,0.04428477480434362,-0.006641135666796802,0.06760121126779363,0.14056250795813097,0.933,0.05,0.05,0.841344746068543,0.11430450391312763,NaN,NaN
25,turf_gen.w,-0.03258998825507254,0.040801174216749704,-0.09975305103441738,-0.031952758195101856,0.034360649316507834,0.21,0.0,0.05,0.5,0.18397651566500595,NaN,NaN
25,turf_pace.w,0.01834913029754462,0.038294646517160934,-0.04420642384826753,0.01857178835462306,0.08181376026602176,0.68075,0.0,0.05,0.5,0.2341070696567814,NaN,NaN
25,ha.γ_base,0.13668450958055373,0.03706283021396216,0.07406118034088621,0.1369575917662449,0.19746837986788582,0.99975,0.15,0.05,0.9986501019683699,0.2587433957207569,NaN,NaN
25,ha.σ_γ,0.03917334132691668,0.02850246049671988,0.0033245045982292195,0.03415176607174767,0.09351988311117518,1.0,0.03989422804014327,0.030140513749454357,1.0,0.05434722401717951,0.312,0.31084348322064836
26,turf_asym.w,0.05965090827133326,0.043018350656258406,-0.011657639276157653,0.060406184859927714,0.12934601404320975,0.91925,0.05,0.05,0.841344746068543,0.13963298687483194,NaN,NaN
26,turf_gen.w,-0.02847747174387334,0.04010811598524178,-0.09428614533499263,-0.028458238293921093,0.036972376897744914,0.24325,0.0,0.05,0.5,0.19783768029516446,NaN,NaN
26,turf_pace.w,0.010180301123107617,0.0370102000030032,-0.05021151877980122,0.01013047967132394,0.06988040566560672,0.60925,0.0,0.05,0.5,0.25979599993993596,NaN,NaN
26,ha.γ_base,0.1432458498926268,0.03702688155651217,0.08305179471646268,0.14281984826649155,0.20352620172514643,1.0,0.15,0.05,0.9986501019683699,0.2594623688697567,NaN,NaN
26,ha.σ_γ,0.04578174706071666,0.031657896367983836,0.004241762067482981,0.040741148617639,0.10379461875709824,1.0,0.03989422804014327,0.030140513749454357,1.0,-0.05034362158332306,0.253,0.31084348322064836
