fold,site,mean,sd,q05,q50,q95,p_positive,prior_mean,prior_sd,prior_p_positive,contraction,p_below_0p02,prior_p_below_0p02
27,midweek.w,0.03227072026673412,0.04846052713774533,-0.04752906220290092,0.03220997583211449,0.11385557161502292,0.74475,0.05,0.05,0.841344746068543,0.03078945724509341,NaN,NaN
27,rest_diff.w,0.002810718165811681,0.011826662387646965,-0.01687583953382645,0.0028319449505165954,0.02256131231165789,0.596,0.02,0.02,0.841344746068543,0.4086668806176518,NaN,NaN
27,ha.γ_base,0.1353847117669767,0.03447048160740469,0.0789133529465453,0.13566884382088867,0.19264085249534044,1.0,0.15,0.05,0.9986501019683699,0.3105903678519062,NaN,NaN
27,ha.σ_γ,0.04358144507805147,0.029742095882459626,0.004195035325155017,0.039205153952897184,0.09894786206234178,1.0,0.03989422804014327,0.030140513749454357,1.0,0.013218682014069616,0.261,0.31084348322064836
28,turf_asym.w,0.07576650754049441,0.04072816286296723,0.008573946558360199,0.07550939086738476,0.14292092243896345,0.9685,0.05,0.05,0.841344746068543,0.18543674274065547,NaN,NaN
28,turf_gen.w,-0.029058296801375037,0.03952302717320351,-0.09421945175902624,-0.029078647265609714,0.03535309506075378,0.23375,0.0,0.05,0.5,0.20953945653592987,NaN,NaN
28,turf_pace.w,-0.001379162331592055,0.034397795954545625,-0.0569884722320453,-0.0013897679774695208,0.05573139588217889,0.4855,0.0,0.05,0.5,0.31204408090908753,NaN,NaN
28,midweek.w,0.028369581735487093,0.047876139028423026,-0.05174849069155895,0.02889213279165227,0.10510100603249066,0.729,0.05,0.05,0.841344746068543,0.04247721943153948,NaN,NaN
28,rest_diff.w,0.0029509884951101598,0.01194829866493689,-0.017159335444979423,0.0029483434125344918,0.022783487506592436,0.595,0.02,0.02,0.841344746068543,0.40258506675315553,NaN,NaN
28,ha.γ_base,0.1368349085444816,0.03426221740357998,0.08060119973697584,0.136776245420916,0.19344737459516026,1.0,0.15,0.05,0.9986501019683699,0.3147556519284005,NaN,NaN
28,ha.σ_γ,0.03600753082395014,0.02532919174978365,0.0028970562890674595,0.03215730254741546,0.08443303683122105,1.0,0.03989422804014327,0.030140513749454357,1.0,0.15962972760402294,0.32175,0.31084348322064836
29,turf_asym.w,0.07385117281176047,0.04170907374139737,0.004422245262317109,0.07402134817317253,0.1414395719728769,0.958,0.05,0.05,0.841344746068543,0.16581852517205253,NaN,NaN
29,turf_gen.w,-0.03131710551986405,0.038892571933219065,-0.09355824485348913,-0.031468449059385714,0.03302138368618021,0.21075,0.0,0.05,0.5,0.22214856133561878,NaN,NaN
29,turf_pace.w,0.0008221813947991176,0.035057929685906306,-0.05595557756805175,0.0005727113334535023,0.059759451260608956,0.50725,0.0,0.05,0.5,0.29884140628187394,NaN,NaN
29,midweek.w,0.029434186981324877,0.04774736039027124,-0.05026631413404278,0.028921179089818956,0.10946124091916959,0.731,0.05,0.05,0.841344746068543,0.04505279219457525,NaN,NaN
29,rest_diff.w,0.0036455097616697584,0.01184854996304504,-0.015345926653422074,0.0036478343887214656,0.022957846320754486,0.6185,0.02,0.02,0.841344746068543,0.40757250184774807,NaN,NaN
29,ha.γ_base,0.13334188988864895,0.0355299402237063,0.07511441699806747,0.1335015538566529,0.1913932839905251,1.0,0.15,0.05,0.9986501019683699,0.28940119552587407,NaN,NaN
29,ha.σ_γ,0.035219929188694904,0.025419332467727828,0.0032794112506085386,0.03043157754476815,0.08240766960027074,1.0,0.03989422804014327,0.030140513749454357,1.0,0.1566390447412993,0.3365,0.31084348322064836
30,turf_asym.w,0.06930629970087192,0.04198698283314435,0.0007951580896260029,0.06883557744235669,0.13858316248413077,0.951,0.05,0.05,0.841344746068543,0.16026034333711303,NaN,NaN
30,turf_gen.w,-0.03891007187832495,0.03974143037710171,-0.10339346931594974,-0.03903279253405879,0.026144677998721323,0.16725,0.0,0.05,0.5,0.20517139245796578,NaN,NaN
30,turf_pace.w,-0.0034662705618227836,0.03444984219231795,-0.05846576022498834,-0.003761806300232118,0.05360681540579326,0.45075,0.0,0.05,0.5,0.31100315615364105,NaN,NaN
30,midweek.w,0.02907915591270748,0.04600956940282145,-0.04544701560447358,0.029229787405302937,0.10478458164830166,0.737,0.05,0.05,0.841344746068543,0.07980861194357103,NaN,NaN
30,rest_diff.w,0.008581293982508105,0.011509877166773094,-0.010316810606143263,0.008375305221836531,0.02820257721105737,0.77725,0.02,0.02,0.841344746068543,0.42450614166134537,NaN,NaN
30,ha.γ_base,0.1302539362387087,0.03594030618520752,0.07444856345697387,0.1295882187134777,0.1901414803101445,1.0,0.15,0.05,0.9986501019683699,0.2811938762958496,NaN,NaN
30,ha.σ_γ,0.036840658481846894,0.026386951629825576,0.003279708811403795,0.03191876817492134,0.08664429030721175,1.0,0.03989422804014327,0.030140513749454357,1.0,0.12453543927056432,0.31975,0.31084348322064836
31,turf_asym.w,0.07773580953512794,0.041344922894889176,0.010103142040569363,0.07733851385794757,0.14572266199960432,0.9695,0.05,0.05,0.841344746068543,0.1731015421022165,NaN,NaN
31,turf_gen.w,-0.04573180948884711,0.03844318009564626,-0.10841905257259067,-0.04569857972024567,0.016971116116560117,0.111,0.0,0.05,0.5,0.23113639808707476,NaN,NaN
31,turf_pace.w,-0.0014834715590647458,0.03514106205708922,-0.06017237599892921,-0.000766842003760036,0.055113596565315164,0.49,0.0,0.05,0.5,0.29717875885821554,NaN,NaN
