window,spec,team,fs,season,cat,n,a,d,theta,old_firm
primary,σc=1.0 σs=0.35,dalbeattie-star-fc,2021,21/22,T5,5,-0.6531343471771582,0.30056968478463375,-0.953704031961792,false
primary,σc=1.0 σs=0.35,dalbeattie-star-fc,2022,22/23,T5,2,-0.586064035832729,0.6429216740257944,-1.2289857098585233,false
primary,σc=1.0 σs=0.35,dalbeattie-star-fc,2023,23/24,T5,1,-0.6888346981305107,0.6474851095542289,-1.3363198076847396,false
primary,σc=1.0 σs=0.35,dalkeith-thistle-fc,2021,21/22,T5,1,-1.176214065224463,1.1099311428584695,-2.2861452080829325,false
primary,σc=1.0 σs=0.35,dalkeith-thistle-fc,2023,23/24,T5,1,-1.191167553715564,1.1866314358512144,-2.377798989566778,false
primary,σc=1.0 σs=0.35,dalkeith-thistle-fc,2024,24/25,T5,1,-1.2046388345434766,1.132540681255548,-2.3371795157990247,false
primary,σc=1.0 σs=0.35,darvel-fc,2021,21/22,T5,5,-0.015428017389576526,-0.1953732723037844,0.17994525491420787,false
primary,σc=1.0 σs=0.35,darvel-fc,2022,22/23,T5,5,0.6128379746516428,-0.18623870459197844,0.7990766792436212,false
primary,σc=1.0 σs=0.35,darvel-fc,2023,23/24,T5,1,-0.023265984046015126,0.05698257674221552,-0.08024856078823064,false
primary,σc=1.0 σs=0.35,darvel-fc,2024,24/25,T5,1,-0.0259998073320257,-0.24488619045948573,0.21888638312746003,false
primary,σc=1.0 σs=0.35,darvel-fc,2025,25/26,T5,1,-0.008122870007172281,0.05506178706170614,-0.06318465706887842,false
primary,σc=1.0 σs=0.35,deveronvale-fc,2021,21/22,T5,2,0.043375953757899086,0.354685574908754,-0.3113096211508549,false
primary,σc=1.0 σs=0.35,deveronvale-fc,2022,22/23,T5,1,0.11760878809267407,0.4467249828108839,-0.32911619471820985,false
primary,σc=1.0 σs=0.35,deveronvale-fc,2023,23/24,T5,2,-0.02539335571390791,0.3506321473899678,-0.3760255031038757,false
primary,σc=1.0 σs=0.35,deveronvale-fc,2024,24/25,T5,1,0.018050636098822653,0.5726403379811901,-0.5545897018823674,false
primary,σc=1.0 σs=0.35,deveronvale-fc,2025,25/26,T5,2,0.1830427341173883,0.20327576299751304,-0.020233028880124737,false
primary,σc=1.0 σs=0.35,drumchapel-united,2022,22/23,T5,4,0.328634980959589,-0.431741862404081,0.76037684336367,false
primary,σc=1.0 σs=0.35,dumbarton,2021,21/22,T3,39,0.3438516815588633,-0.13990173948986678,0.4837534210487301,false
primary,σc=1.0 σs=0.35,dumbarton,2022,22/23,T4,40,0.1615685490677485,-0.38418873353696975,0.5457572826047182,false
primary,σc=1.0 σs=0.35,dumbarton,2023,23/24,T4,41,0.3533541421515046,-0.296925416948623,0.6502795591001276,false
primary,σc=1.0 σs=0.35,dumbarton,2024,24/25,T3,40,0.3770400264680106,-0.12334991553540016,0.5003899420034108,false
primary,σc=1.0 σs=0.35,dumbarton,2025,25/26,T4,43,0.14468872404653083,-0.21139739051632653,0.3560861145628573,false
primary,σc=1.0 σs=0.35,dumbarton,2026,26/27,T4,12,0.005005107937037484,-0.05560122378614782,0.0606063317231853,false
primary,σc=1.0 σs=0.35,dunbar-united,2021,21/22,T5,3,-0.28860892114209796,0.2712039632054995,-0.5598128843475975,false
primary,σc=1.0 σs=0.35,dunbar-united,2022,22/23,T5,2,-0.20000709313372067,0.46532340259244204,-0.6653304957261628,false
primary,σc=1.0 σs=0.35,dunbar-united,2023,23/24,T5,3,-0.15242401409870276,0.15895372222261506,-0.3113777363213178,false
primary,σc=1.0 σs=0.35,dunbar-united,2024,24/25,T5,1,-0.386410646473098,0.5907023736018157,-0.9771130200749136,false
primary,σc=1.0 σs=0.35,dundee-b,2021,21/22,B,1,-0.19622113048224737,-0.05267395871653265,-0.14354717176571472,false
primary,σc=1.0 σs=0.35,dundee-b,2023,23/24,B,2,-0.052241121244599314,-0.33585639399200246,0.28361527274740317,false
primary,σc=1.0 σs=0.35,dundee-b,2024,24/25,B,2,-0.2788378086183147,-0.2969791380939855,0.01814132947567082,false
primary,σc=1.0 σs=0.35,dundee-b,2025,25/26,B,6,-0.2852842530641225,0.23212585624765447,-0.5174101093117769,false
primary,σc=1.0 σs=0.35,dundee-b,2026,26/27,B,4,-0.215711578320962,0.08172323192308267,-0.29743481024404467,false
primary,σc=1.0 σs=0.35,dundee-fc,2021,21/22,T1,38,0.6377048357172763,-0.8834407644648021,1.5211456001820785,false
primary,σc=1.0 σs=0.35,dundee-fc,2022,22/23,T2,44,0.9691924290263402,-1.0018639450288191,1.9710563740551592,false
primary,σc=1.0 σs=0.35,dundee-fc,2023,23/24,T1,34,0.92782674878451,-0.8458585721009958,1.7736853208855057,false
primary,σc=1.0 σs=0.35,dundee-fc,2024,24/25,T1,38,1.1158313955303563,-0.7254086361887178,1.841240031719074,false
primary,σc=1.0 σs=0.35,dundee-fc,2025,25/26,T1,35,0.7582003838752693,-0.9606284453450951,1.7188288292203644,false
primary,σc=1.0 σs=0.35,dundee-fc,2026,26/27,T1,8,0.8488548520446121,-1.0931979828030436,1.9420528348476558,false
primary,σc=1.0 σs=0.35,dundee-north-end-fc,2024,24/25,T5,3,-0.3087355904250986,-0.29711053782455427,-0.011625052600544361,false
primary,σc=1.0 σs=0.35,dundee-north-end-fc,2025,25/26,T5,2,-0.704847586834118,-0.030086652327770858,-0.6747609345063471,false
primary,σc=1.0 σs=0.35,dundee-united,2021,21/22,T1,38,0.6800622731229019,-1.2007384183803427,1.8808006915032447,false
primary,σc=1.0 σs=0.35,dundee-united,2022,22/23,T1,37,0.7196867292640596,-0.8721974795190288,1.5918842087830885,false
primary,σc=1.0 σs=0.35,dundee-united,2023,23/24,T2,40,0.9613230006435062,-1.2808519562468381,2.242174956890344,false
primary,σc=1.0 σs=0.35,dundee-united,2024,24/25,T1,36,0.8041011713787387,-1.261456045064281,2.06555721644302,false
primary,σc=1.0 σs=0.35,dundee-united,2025,25/26,T1,37,0.9355421891530215,-0.9181488546622453,1.8536910438152667,false
primary,σc=1.0 σs=0.35,dundee-united,2026,26/27,T1,8,0.8181497197008222,-0.923889298627188,1.7420390183280103,false
primary,σc=1.0 σs=0.35,dundee-united-b,2021,21/22,B,1,-0.545540548975304,0.1290671363130468,-0.6746076852883508,false
primary,σc=1.0 σs=0.35,dundee-united-b,2022,22/23,B,1,-0.5668252751033874,-0.06195419850456421,-0.5048710765988232,false
primary,σc=1.0 σs=0.35,dundee-united-b,2024,24/25,B,3,-0.41403849890575495,-0.012967833314202648,-0.4010706655915523,false
primary,σc=1.0 σs=0.35,dundee-united-b,2025,25/26,B,6,-0.3711611105126227,0.1522271095596178,-0.5233882200722405,false
primary,σc=1.0 σs=0.35,dundee-united-b,2026,26/27,B,4,-0.5220039259691539,0.05459044548155933,-0.5765943714507132,false
primary,σc=1.0 σs=0.35,dundonald-bluebell,2022,22/23,T5,1,-0.05788995220852157,0.9386774546826075,-0.9965674068911291,false
primary,σc=1.0 σs=0.35,dundonald-bluebell,2023,23/24,T5,1,-0.10899396087268243,0.80914469133741,-0.9181386522100924,false
primary,σc=1.0 σs=0.35,dundonald-bluebell,2024,24/25,T5,1,-0.19384274235391658,0.7614627157074395,-0.955305458061356,false
primary,σc=1.0 σs=0.35,dundonald-bluebell,2025,25/26,T5,2,-0.11614083618018377,0.6985205320268132,-0.814661368206997,false
primary,σc=1.0 σs=0.35,dunfermline-athletic,2021,21/22,T2,38,0.38684978474829473,-0.6473032559256926,1.0341530406739874,false
primary,σc=1.0 σs=0.35,dunfermline-athletic,2022,22/23,T3,41,0.5851834290459415,-1.1464383750095266,1.731621804055468,false
primary,σc=1.0 σs=0.35,dunfermline-athletic,2023,23/24,T2,38,0.44313144140936644,-0.767205489451253,1.2103369308606196,false
primary,σc=1.0 σs=0.35,dunfermline-athletic,2024,24/25,T2,43,0.24055365193850378,-0.9459024786327965,1.1864561305713004,false
primary,σc=1.0 σs=0.35,dunfermline-athletic,2025,25/26,T2,41,0.7085328385107608,-0.8839045424772216,1.5924373809879824,false
primary,σc=1.0 σs=0.35,dunfermline-athletic,2026,26/27,T2,8,0.2871391968292727,-1.0593337943745291,1.3464729912038018,false
primary,σc=1.0 σs=0.35,dunipace-fc,2021,21/22,T5,2,-0.03436152652177439,0.29617014157059585,-0.3305316680923702,false
primary,σc=1.0 σs=0.35,dunipace-fc,2022,22/23,T5,3,0.08063451589301159,0.6354102312020231,-0.5547757153090115,false
primary,σc=1.0 σs=0.35,dunipace-fc,2023,23/24,T5,1,-0.1373861090695375,0.35152792447310865,-0.4889140335426462,false
primary,σc=1.0 σs=0.35,east-fife,2021,21/22,T3,40,-0.015284527470826648,-0.19470884305321193,0.17942431558238528,false
primary,σc=1.0 σs=0.35,east-fife,2022,22/23,T4,39,0.26490785122674554,-0.25059196933756633,0.5154998205643119,false
primary,σc=1.0 σs=0.35,east-fife,2023,23/24,T4,39,0.10262598261076472,-0.3379187214403171,0.4405447040510818,false
primary,σc=1.0 σs=0.35,east-fife,2024,24/25,T4,39,0.3043646774178253,-0.3792765172857243,0.6836411947035497,false
primary,σc=1.0 σs=0.35,east-fife,2025,25/26,T3,42,0.17462963847641066,-0.26536483324470894,0.4399944717211196,false
primary,σc=1.0 σs=0.35,east-fife,2026,26/27,T3,12,0.27045525003039106,-0.41368325077112095,0.684138500801512,false
primary,σc=1.0 σs=0.35,east-kilbride,2021,21/22,T5,5,0.5499290627870245,-0.16066079864182858,0.710589861428853,false
primary,σc=1.0 σs=0.35,east-kilbride,2022,22/23,T5,5,0.4741663386561641,-0.12317470996454567,0.5973410486207098,false
primary,σc=1.0 σs=0.35,east-kilbride,2023,23/24,T5,6,0.6747160345757998,0.06411964907927512,0.6105963854965246,false
primary,σc=1.0 σs=0.35,east-kilbride,2024,24/25,T5,9,0.6446910915775107,-0.3887635492556928,1.0334546408332035,false
primary,σc=1.0 σs=0.35,east-kilbride,2025,25/26,T4,42,0.5583787145584127,-0.30058005779116437,0.8589587723495771,false
primary,σc=1.0 σs=0.35,east-kilbride,2026,26/27,T3,12,0.6454441117110521,-0.2530084396099564,0.8984525513210084,false
primary,σc=1.0 σs=0.35,east-stirlingshire,2021,21/22,T5,2,-0.4969221880101149,0.09917747444963462,-0.5960996624597495,false
primary,σc=1.0 σs=0.35,east-stirlingshire,2022,22/23,T5,3,-0.45250657901283725,0.1685079697832087,-0.6210145487960459,false
primary,σc=1.0 σs=0.35,east-stirlingshire,2023,23/24,T5,1,-0.5783767007962715,0.04584566896078143,-0.6242223697570529,false
primary,σc=1.0 σs=0.35,east-stirlingshire,2024,24/25,T5,3,-0.46819831247176963,-0.02689962813040679,-0.4412986843413628,false
primary,σc=1.0 σs=0.35,east-stirlingshire,2025,25/26,T5,2,-0.24825515919688063,0.13133850941454706,-0.3795936686114277,false
primary,σc=1.0 σs=0.35,edinburgh-city-fc,2021,21/22,T4,39,0.03525890609647353,-0.24082462858210285,0.2760835346785764,false
primary,σc=1.0 σs=0.35,edinburgh-city-fc,2022,22/23,T3,39,0.44165158340525584,-0.3256194873786494,0.7672710707839052,false
primary,σc=1.0 σs=0.35,edinburgh-city-fc,2023,23/24,T3,38,0.014552854653218483,0.19477438329625238,-0.1802215286430339,false
primary,σc=1.0 σs=0.35,edinburgh-city-fc,2024,24/25,T4,39,0.14550320578615594,-0.23200132622745528,0.3775045320136112,false
primary,σc=1.0 σs=0.35,edinburgh-city-fc,2025,25/26,T4,43,0.06340006497185359,-0.03480325300575843,0.09820331797761202,false
primary,σc=1.0 σs=0.35,edinburgh-city-fc,2026,26/27,T4,12,0.35052143208422765,-0.20167850378343646,0.5521999358676641,false
primary,σc=1.0 σs=0.35,edinburgh-university-afc,2021,21/22,T5,2,-0.3612483326967714,0.5180779477120885,-0.87932628040886,false
primary,σc=1.0 σs=0.35,edinburgh-university-afc,2022,22/23,T5,1,-0.3273702553113456,0.5982737484052478,-0.9256440037165934,false
primary,σc=1.0 σs=0.35,edinburgh-university-afc,2023,23/24,T5,1,-0.23008233748329002,0.6587582565475055,-0.8888405940307955,false
primary,σc=1.0 σs=0.35,elgin-city,2021,21/22,T4,40,-0.08713052205995314,-0.2039507072991989,0.11682018523924576,false
primary,σc=1.0 σs=0.35,elgin-city,2022,22/23,T4,44,0.1384354172053037,-0.1671909416462275,0.3056263588515312,false
primary,σc=1.0 σs=0.35,elgin-city,2023,23/24,T4,40,-0.11881791340297473,-0.08968505703887353,-0.029132856364101206,false
primary,σc=1.0 σs=0.35,elgin-city,2024,24/25,T4,41,0.09662221009021785,-0.30187005774062864,0.39849226783084646,false
primary,σc=1.0 σs=0.35,elgin-city,2025,25/26,T4,45,0.24669490665651753,-0.22217275955593072,0.46886766621244824,false
primary,σc=1.0 σs=0.35,elgin-city,2026,26/27,T4,12,0.46264482969319376,-0.29539869500386845,0.7580435246970623,false
primary,σc=1.0 σs=0.35,falkirk-fc,2021,21/22,T3,39,0.41164182292054763,-0.4637411535952757,0.8753829765158233,false
primary,σc=1.0 σs=0.35,falkirk-fc,2022,22/23,T3,44,0.6906217123513951,-0.7293791735813604,1.4200008859327555,false
primary,σc=1.0 σs=0.35,falkirk-fc,2023,23/24,T3,42,0.799576904668846,-0.9590618857148989,1.758638790383745,false
primary,σc=1.0 σs=0.35,falkirk-fc,2024,24/25,T2,40,1.0511300399683952,-1.07152174600832,2.122651785976715,false
primary,σc=1.0 σs=0.35,falkirk-fc,2025,25/26,T1,38,0.9064213039418048,-1.0231509702041193,1.929572274145924,false
primary,σc=1.0 σs=0.35,falkirk-fc,2026,26/27,T1,7,0.6837514656433702,-1.0810391210532597,1.76479058669663,false
primary,σc=1.0 σs=0.35,forfar-athletic,2021,21/22,T4,40,0.21795759455257874,-0.5387669266793705,0.7567245212319493,false
primary,σc=1.0 σs=0.35,forfar-athletic,2022,22/23,T4,39,-0.11241455029022149,-0.37471241294310326,0.2622978626528818,false
primary,σc=1.0 σs=0.35,forfar-athletic,2023,23/24,T4,40,-0.114247962865673,-0.42786747616519477,0.31361951329952176,false
primary,σc=1.0 σs=0.35,forfar-athletic,2024,24/25,T4,40,-0.3681753895755127,-0.34570478602452204,-0.022470603550990675,false
primary,σc=1.0 σs=0.35,forfar-athletic,2025,25/26,T4,43,0.1538913108885191,-0.4106749185375482,0.5645662294260673,false
primary,σc=1.0 σs=0.35,forfar-athletic,2026,26/27,T4,11,-0.322404189092579,-0.23615393379971508,-0.08625025529286393,false
primary,σc=1.0 σs=0.35,formartine-united-fc,2021,21/22,T5,4,-0.0007770589897778818,0.012304716458256107,-0.013081775448033989,false
primary,σc=1.0 σs=0.35,formartine-united-fc,2022,22/23,T5,3,0.07936378708598346,0.16755770636297979,-0.08819391927699632,false
primary,σc=1.0 σs=0.35,formartine-united-fc,2023,23/24,T5,4,0.055796249566908374,-0.08034029072130962,0.13613654028821798,false
primary,σc=1.0 σs=0.35,formartine-united-fc,2024,24/25,T5,3,-0.1263227554798836,0.13317043745857782,-0.2594931929384614,false
primary,σc=1.0 σs=0.35,formartine-united-fc,2025,25/26,T5,2,-0.17314007590982156,0.14724945864893102,-0.3203895345587526,false
primary,σc=1.0 σs=0.35,formartine-united-fc,2026,26/27,T5,3,0.2934442008494951,0.1818605160054279,0.11158368484406717,false
primary,σc=1.0 σs=0.35,forres-mechanics-fc,2021,21/22,T5,1,-1.0080025040687683,0.3364700140093439,-1.3444725180781123,false
primary,σc=1.0 σs=0.35,forres-mechanics-fc,2022,22/23,T5,1,-0.8824401055698186,0.49631244445661327,-1.378752550026432,false
primary,σc=1.0 σs=0.35,forres-mechanics-fc,2023,23/24,T5,2,-0.9991977043799517,0.2762506845989744,-1.275448388978926,false
primary,σc=1.0 σs=0.35,forres-mechanics-fc,2024,24/25,T5,1,-0.9135116614997344,0.3290452718090903,-1.2425569333088247,false
primary,σc=1.0 σs=0.35,forres-mechanics-fc,2025,25/26,T5,1,-1.0350920511208794,0.32829451123685527,-1.3633865623577348,false
primary,σc=1.0 σs=0.35,fort-william-fc,2021,21/22,T5,1,-0.2065285267613229,0.9977935261714186,-1.2043220529327414,false
primary,σc=1.0 σs=0.35,fort-william-fc,2023,23/24,T5,1,0.0867165035711763,1.0201675623315385,-0.9334510587603622,false
primary,σc=1.0 σs=0.35,fraserburgh-fc,2021,21/22,T5,2,-0.4121590810247371,0.12147348031847273,-0.5336325613432098,false
primary,σc=1.0 σs=0.35,fraserburgh-fc,2022,22/23,T5,5,-0.1727165818337237,0.1401668801022032,-0.3128834619359269,false
primary,σc=1.0 σs=0.35,fraserburgh-fc,2023,23/24,T5,2,-0.20835965832483366,-0.028720743846802718,-0.17963891447803093,false
primary,σc=1.0 σs=0.35,fraserburgh-fc,2024,24/25,T5,7,-0.07129635063206013,-0.10418475931963736,0.032888408687577225,false
primary,σc=1.0 σs=0.35,fraserburgh-fc,2025,25/26,T5,2,-0.3071781688678866,0.08558175360817137,-0.392759922476058,false
primary,σc=1.0 σs=0.35,fraserburgh-fc,2026,26/27,T5,4,-0.5037800081571064,0.2975973039924558,-0.8013773121495622,false
primary,σc=1.0 σs=0.35,gala-fairydean-rovers-fc,2021,21/22,T5,3,-0.2764694716401721,-0.17451945921924267,-0.10195001242092944,false
primary,σc=1.0 σs=0.35,gala-fairydean-rovers-fc,2022,22/23,T5,1,-0.3620421954543225,0.3817681692325678,-0.7438103646868903,false
primary,σc=1.0 σs=0.35,gala-fairydean-rovers-fc,2023,23/24,T5,2,-0.07747527675551413,0.42706040994346206,-0.5045356866989762,false
primary,σc=1.0 σs=0.35,gala-fairydean-rovers-fc,2024,24/25,T5,1,-0.4272664410595831,0.108919170246666,-0.5361856113062491,false
primary,σc=1.0 σs=0.35,gala-fairydean-rovers-fc,2025,25/26,T5,1,-0.32423320055239596,0.1877463327994904,-0.5119795333518864,false
primary,σc=1.0 σs=0.35,gala-fairydean-rovers-fc,2026,26/27,T5,4,-0.633365784345074,0.24084174493184962,-0.8742075292769236,false
primary,σc=1.0 σs=0.35,girvan-fc,2024,24/25,T5,1,0.10108310826976029,0.2795924175119463,-0.178509309242186,false
primary,σc=1.0 σs=0.35,glasgow-university,2021,21/22,T5,1,-0.4842018899297338,1.1889825056363388,-1.6731843955660726,false
primary,σc=1.0 σs=0.35,glasgow-university,2022,22/23,T5,2,-0.23948916249765256,0.8226866671832498,-1.0621758296809023,false
primary,σc=1.0 σs=0.35,glasgow-university,2025,25/26,T5,1,-0.5183403737731885,1.2252985249207438,-1.7436388986939324,false
primary,σc=1.0 σs=0.35,glenafton-athletic,2025,25/26,T5,2,-0.18877836289741387,0.6044978393046776,-0.7932762022020915,false
primary,σc=1.0 σs=0.35,golspie-sutherland,2021,21/22,T5,1,-0.9486133294879474,0.5509945526234196,-1.499607882111367,false
primary,σc=1.0 σs=0.35,golspie-sutherland,2023,23/24,T5,1,-0.8254774739050491,0.5257173086431041,-1.3511947825481532,false
primary,σc=1.0 σs=0.35,greenock-morton,2021,21/22,T2,42,0.37057824372234816,-0.7684524142398703,1.1390306579622185,false
primary,σc=1.0 σs=0.35,greenock-morton,2022,22/23,T2,40,0.6799055363061302,-0.8828791148203581,1.5627846511264882,false
primary,σc=1.0 σs=0.35,greenock-morton,2023,23/24,T2,43,0.5406305993479126,-0.8578273516653889,1.3984579510133015,false
primary,σc=1.0 σs=0.35,greenock-morton,2024,24/25,T2,40,0.501950119315663,-0.8110791679319667,1.3130292872476297,false
primary,σc=1.0 σs=0.35,greenock-morton,2025,25/26,T2,38,0.3690789038691396,-0.5468432515580319,0.9159221554271715,false
primary,σc=1.0 σs=0.35,greenock-morton,2026,26/27,T2,7,0.21982207304781354,-0.38554560777459157,0.6053676808224051,false
primary,σc=1.0 σs=0.35,gretna-fc-2008,2021,21/22,T5,1,-0.143925239568238,0.13927258011136137,-0.28319781967959934,false
primary,σc=1.0 σs=0.35,gretna-fc-2008,2022,22/23,T5,2,-0.04493437416150988,0.2564644262631494,-0.3013988004246593,false
primary,σc=1.0 σs=0.35,gretna-fc-2008,2023,23/24,T5,1,-0.09935075022239312,0.051562702740013164,-0.15091345296240627,false
primary,σc=1.0 σs=0.35,gretna-fc-2008,2024,24/25,T5,1,-0.1720202705116343,-0.018626067703299748,-0.15339420280833455,false
primary,σc=1.0 σs=0.35,gretna-fc-2008,2025,25/26,T5,2,0.06757573565151463,0.08135285798718328,-0.013777122335668648,false
primary,σc=1.0 σs=0.35,haddington-athletic-fc,2021,21/22,T5,3,-0.2802935817656705,0.032724800499952314,-0.3130183822656228,false
primary,σc=1.0 σs=0.35,hamilton-academical,2021,21/22,T2,39,0.4222034913264995,-0.6068261490678023,1.0290296403943018,false
primary,σc=1.0 σs=0.35,hamilton-academical,2022,22/23,T2,44,0.3233118064789595,-0.6777851338179637,1.0010969402969232,false
primary,σc=1.0 σs=0.35,hamilton-academical,2023,23/24,T3,40,0.5548486155217841,-0.8056041590173733,1.3604527745391573,false
primary,σc=1.0 σs=0.35,hamilton-academical,2024,24/25,T2,41,0.5010573032230609,-0.5569519081497276,1.0580092113727884,false
primary,σc=1.0 σs=0.35,hamilton-academical,2025,25/26,T3,42,0.41491883588840023,-0.5692193474818515,0.9841381833702518,false
primary,σc=1.0 σs=0.35,hamilton-academical,2026,26/27,T3,11,0.4934092005839767,-1.0930670030326444,1.5864762036166211,false
primary,σc=1.0 σs=0.35,heart-of-midlothian,2021,21/22,T1,39,1.1709057343760503,-1.3356342568369444,2.5065399912129944,false
primary,σc=1.0 σs=0.35,heart-of-midlothian,2022,22/23,T1,37,1.1080558598911652,-1.0526377652414571,2.1606936251326223,false
primary,σc=1.0 σs=0.35,heart-of-midlothian,2023,23/24,T1,40,1.0241978705648356,-1.27218356935857,2.2963814399234055,false
primary,σc=1.0 σs=0.35,heart-of-midlothian,2024,24/25,T1,38,0.9470657029780556,-1.1756056792918916,2.1226713822699472,false
