team,mean,sd,q05,q50,q95,p_above_base,fold
kelty-hearts-fc,0.11436545102385005,0.06854005172285361,-0.004780567835964362,0.12015327573488245,0.2148555299723472,0.382,2
the-spartans-fc,0.11138270887559266,0.07351204421368142,-0.018321873754637164,0.11811182769905315,0.21741286439981353,0.35925,2
alloa-athletic,0.11026947912247269,0.07210003202931328,-0.015946243978151708,0.11582422966632624,0.21554780654195285,0.36825,2
annan-athletic,0.15195178107093074,0.07548834791810363,0.04029667829860879,0.1457720247731825,0.285656953914149,0.618,3
falkirk-fc,0.15143178791160275,0.07361928117792989,0.04370055729804287,0.14446050303737978,0.27875360792218123,0.6315,3
elgin-city,0.14611881170148974,0.0693571970488268,0.04170726454433914,0.14317002756931435,0.26981401531103305,0.59425,3
stranraer,0.1448992523785844,0.07219058990832211,0.03779952722934423,0.14011095416052594,0.27130778003692346,0.589,3
queen-of-the-south,0.1425864175045673,0.0668550132530499,0.03890122856473609,0.13936714639870937,0.2560592945139375,0.5825,3
dumbarton,0.13853040463985086,0.06862616185843214,0.029604361492312905,0.13615708326050016,0.2538665015838654,0.55425,3
airdrieonians,0.13755632157285083,0.07749957110427831,0.016951707023595455,0.13391729299782468,0.2647415136914199,0.52925,3
inverness-caledonian-thistle,0.13721850393733628,0.07579937402410453,0.01982338096450794,0.13338291295327973,0.26143255254528525,0.53675,3
peterhead,0.13700093927578558,0.0705363993937712,0.026329817277610263,0.13532092562359216,0.2539742558357419,0.5405,3
bonnyrigg-rose,0.13530973122612508,0.06760713278973861,0.02855806558547138,0.1334252699399541,0.2501927938056641,0.539,3
hamilton-academical,0.13292743679327856,0.07036649736638219,0.019833455541787233,0.13318317722715683,0.24552643503127947,0.5235,3
forfar-athletic,0.1327293999249789,0.06874995877649843,0.023879709223527668,0.1319773031077202,0.24339833399294697,0.5225,3
dunfermline-athletic,0.1295978325206938,0.07907565071595977,0.0011886099878603898,0.130308770315673,0.25468872196140213,0.49725,3
cove-rangers,0.12953068794801373,0.07020110411176016,0.014285479741320911,0.12994161066559332,0.24272782300096984,0.50175,3
edinburgh-city-fc,0.1289758796571636,0.0691127101345632,0.0156990921303094,0.12868738345378772,0.240319717705071,0.50275,3
albion-rovers,0.12877731843787268,0.07504884153501887,0.012508835946321736,0.12857093057740304,0.24553662697605885,0.495,3
stirling-albion,0.12857864873513802,0.06837027241780673,0.011901085208663136,0.1292234773162816,0.23882913170700695,0.49075,3
stenhousemuir,0.12838406789310178,0.06896237561193293,0.01380180991294207,0.12852022506238,0.24110336775639954,0.482,3
montrose,0.12722051639073942,0.0713835115086584,0.008516162149910625,0.12642522848512633,0.24235340609342038,0.4795,3
arbroath,0.11910851126382713,0.07575558963769198,-0.008464583836090328,0.12269738911620558,0.23271976050528037,0.44425,3
